id,nom,structure_porteuse,type_lieu,nature_juridique,statut,adresse_commune,tarifs,gratuit ou pas,description,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_departement,adresse_region,adresse_complément,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_complement,contact_telephone_details,contact_telephone_complement_detail,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,accessibilite,services,niveau_service,labels,geo_point
29,Abracodabra,,Autre / Inconnu,Société à responsabilité limitée (SARL),Privé,Bordeaux,Payant,avec condition,"Abracodabra propose des ateliers de création numérique pour les enfants et adolescents de 4 à 15 ans. Durant les vacances scolaires ou pour des ateliers hebdomadaires, les Jeunes utilise le numérique comme un outil pour créer des robots, sites web, jeux vidéo, etc.",,77 rue Lecocq,77,Rue Lecocq,33000,33063,Gironde,Nouvelle Aquitaine,,44.8342970402626,-0.586211937760128,,Non,557657539,,Selon programme d’ateliers.,,contact@abracodabra.fr,http://www.abracodabra.fr/,https://www.facebook.com/abracodabrabx/,Selon programme d’ateliers.,,"Jeunes,Personnes en situation de handicap",Sur inscription ou rendez-vous,Collectif,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Non,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Expert,IMPTROISD/Expert,PAO/Non,SITEWEB/Expert,CODE/Expert,MOOC/Non",,"44.8342970403, -0.58621193776"
34,Bibliothèque Capucins / St Michel,Mairie de Bordeaux,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bordeaux,"Gratuit,Adhérent",avec condition,"Au cœur du quartier St Michel, quartier de palabres et de saveurs, la bibliothèque met à l'honneur le théâtre et la poésie. Face au marché des Capucins, la bibliothèque vous accueille pour un temps de lecture, de rêverie... ou une simple pause, pour consulter la presse ou internet.",21300000000000,10-12 place des Capucins,10,Place des Capucins,33800,33063,Gironde,Nouvelle Aquitaine,,44.8308018716672,-0.567016016608649,,Non,556911879,,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.",,dgac.lectpub@mairie-bordeaux.fr,http://bibliotheque.bordeaux.fr,https://www.facebook.com/bibliotheques.bordeaux/,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.","Tu 10:00-12:00,14:00-18:00; We,Sa 10:00-18:00; Th,Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8308018717, -0.567016016609"
35,Bibliothèque Flora Tristan,Mairie de Bordeaux,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bordeaux,"Gratuit,Adhérent",avec condition,"10 fois plus grande que l’ancienne bibliothèque Son Tay, chaleureuse, équipée d’espaces multimédia, de jeux vidéo et d'une grande salle d'animation, elle propose des services numériques innovants et des collections variées pour tous.",21300000000000,1 place d'Armagnac,1,Place d'Armagnac,33800,33063,Gironde,Nouvelle Aquitaine,,44.8212741540285,-0.550768072761059,,Non,524996012,,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.",,dgac.lectpub@mairie-bordeaux.fr,http://bibliotheque.bordeaux.fr,https://www.facebook.com/bibliotheques.bordeaux/,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.","Tu 10:00-12:00,14:00-18:00; We,Sa 10:00-18:00; Th,Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Basique,CODE/Basique,MOOC/Maîtrise",,"44.821274154, -0.550768072761"
44,Bibliothèque Pierre Veilletet,Mairie de Bordeaux,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bordeaux,"Gratuit,Adhérent",avec condition,"La bibliothèque Pierre Veilletet du quartier Caudéran a ouvert le 8 juin 2019. Elle est située sur la place Eugène Gauthier, dans un pôle regroupant un ensemble scolaire, un complexe sportif, une piscine, un skatepark, des commerces de proximité et le marché hebdomadaire. Elle a pour objectif d’être un lieu de rencontres et d’échanges accessible, convivial et confortable pour les habitants du quartier.",21300000000000,21 rue Domion,21,Rue Domion,33200,33063,Gironde,Nouvelle Aquitaine,,44.8576510865659,-0.623685335493888,,Non,524576760,,"Mardi et Vendredi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h.",,dgac.lectpub@mairie-bordeaux.fr,http://bibliotheque.bordeaux.fr,https://www.facebook.com/bibliotheques.bordeaux/,"Mardi et Vendredi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h.","Tu,Fr 10:00-12:00,14:00-18:00; We,Sa 10:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Basique,PAO/Maîtrise,SITEWEB/Basique,CODE/Basique,MOOC/Maîtrise",,"44.8576510866, -0.623685335494"
51,Ligue de l'enseignement – Fédération de la Gironde,,Association,Association,Privé,Artigues-près-Bordeaux,"Gratuit,Adhérent",avec condition,"La Ligue de l’enseignement réunit des femmes et des hommes qui agissent au quotidien pour mieux vivre ensemble, lutter contre les inégalités et pour faire vivre une démocratie plus effective. L’identité de la Ligue de l'Enseignement se fonde sur le triptyque : Démocratie - Laïcité   Education. Ces actions se déclinent en plusieurs formats : formations, animations, ateliers, évènementiels, festivals culturels, centre de ressources pour les associations affiliées, etc. Elles s adressent aussi bien aux enfants scolarisais qu’à tous les publics défavorisés, fragilisés ou discriminés, des jeunes aux Seniors.",,"château BétailheBètailhe , 72 avenue de l'Eglise romane",72,Avenue de l'Eglise Romane,33370,33013,Gironde,Nouvelle Aquitaine,,44.8587549498054,-0.497308676329456,,Non,556445225,,Du Lundi au Vendredi : 9h-12h/13h30-17h.,,contact@laligue33.org,,https://www.facebook.com/liguedelenseignement.gironde/,Du Lundi au Vendredi : 9h-12h/13h30-17h.,"Mo-Fr 09:00-12:00,13:30-17:00","Jeunes,Personnes en situation de handicap,Séniors",,Collectif,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Maîtrise,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Expert,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Expert",,"44.8587549498, -0.497308676329"
53,CCAS Carbon-Blanc,,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Carbon-Blanc,Gratuit,gratuit sans restrictions,"Le CCAS participe au développement d'une offre cohérente, coordonnée et complémentaire d'accompagnement au numérique. sur le territoire de Carbon-Blanc. Porté par le Pôle insertion du CCAS, il permet de répondre à la mission initiale de l’établissement qui est de favoriser l’intégration des populations les plus fragiles.",,Maison pour tous Parc Favols,,Maison pour tous Parc Favols,33560,,Gironde,Nouvelle Aquitaine,,,,,Non,557776887,,"Lundi: 8h30-12h/13h30-18h. Mardi, Mercredi, Jeudi: 8h30-12h/13h30-17h. Vendredi: 8h30-12h/13h30-16h.",,an.garnier@carbon-blanc.fr,https://www.carbon-blanc.fr/a-tout-age/solidarites/le-centre-communal-daction-sociale-2.html,,"Lundi: 8h30-12h/13h30-18h. Mardi, Mercredi, Jeudi: 8h30-12h/13h30-17h. Vendredi: 8h30-12h/13h30-16h.","Mo 08:30-12:00,13:30-18:00; Tu-Th 08:30-12:00,13:30-17:00; Fr 08:30-12:00,13:30-16:00","Allocataires,Etrangers,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Basique,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",Autre dispositif,
56,Le Pixel Relai numérique de Cenon,Mairie de Cenon,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Cenon,"Gratuit,Adhérent",avec condition,"Le Pixel est un espace numérique ouvert à tous les publics souhaitant découvrir et s’initier aux outils multimédia. C'est un lieu d’échanges de savoirs et de communication. Le lieu propose en accès libre des ordinateurs et autres équipements (connexion internet, logiciel, scanner). Vous pouvez aussi perfectionner vos connaissances en participant à des ateliers sur des thématiques diverses (Bureautique Internet, Réseaux Sociaux, Photo ). Une équipe de médiateurs numériques vous accompagne lors de vos différentes démarches administratives.",,Maison des Associations 11 rue du 8 Mai 1945,11,Rue du 8 Mai 1945,33150,33119,Gironde,Nouvelle Aquitaine,Maison des Associations,44.8521127117729,-0.513358806912427,,Non,556678066,,"Mardi, Mercredi, Vendredi : 10h30-12h30/14h-17h30. Jeudi : 14h-17h30. Samedi :10h30-13h.",,lepixel@ville-cenon.fr,https://pixel.cenon.fr/,http://facebook.com/lepixelrelaisnumerique,"Mardi, Mercredi, Vendredi : 10h30-12h30/14h-17h30. Jeudi : 14h-17h30. Samedi :10h30-13h.","Tu-Fr 10:30-12:30,14:00-17:30; Th 14:00-17:30; Sa 10:30-13:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Basique,DIFFCV/Expert,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Basique",,"44.8521127118, -0.513358806912"
65,Centre d'animation Bois Fleuri,,Association,Association,Privé,Lormont,"Gratuit,Adhérent,Payant",avec condition,"Le centre d'animation est une structure de proximitè pour tous à vocation sociale, familial et culturel. Un accompagnement aux démarches administratives, logement, emploi, CAF, est assurè afin de répondre au mieux aux demandes des usagers.",,5 Rue des Arts,5,Rue des Arts,33310,33249,Gironde,Nouvelle Aquitaine,,44.8756415415234,-0.520124802867933,,Non,547330569,,"Mardi, Jeudi, Vendredi : 10h-12h.",,bois.fleuri.cgcvl@gmail.com,,https://www.facebook.com/CGCVL/,"Mardi, Jeudi, Vendredi : 10h-12h.",Tu-Fr 10:00-12:00; We off,"Allocataires,Demandeurs d'emploi,Jeunes,Séniors",Sur inscription ou rendez-vous,Individuel,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Basique,INTERNET/Basique,MAILS/Basique,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8756415415, -0.520124802868"
66,CLAP Sud-Ouest,,Association,Association,Privé,Lormont,Gratuit,gratuit sans restrictions,"Dans sa partie DPLAI (Dispositif Permanent de Lutte de l’Analphabètisme et l’Illettrisme), le CLAP Sud Ouest association d’èvaluation linguistique de la langue française, d’accompagnement et de suivi, propose l’action SILE (Soutien Informatique Liè à l’Emploi).",,"1 bis, rue des Arts",1bis,Rue des Arts,33310,33249,Gironde,Nouvelle Aquitaine,,44.875605745008,-0.519866584630024,,Non,557777720,,Du Lundi au Vendredi : 9h-12h/14h-17h.,,dplaird@clap-so.org,http://www.clap-so.org/les-secteurs/dplai/,,Du Lundi au Vendredi : 9h-12h/14h-17h.,"Mo-Fr 09:00-12:00,14:00-17:00","Demandeurs d'emploi,Etrangers,Jeunes,Personnes en situation de handicap",Sur inscription ou rendez-vous,Individuel,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.875605745, -0.51986658463"
71,Alter Egaux,,Autre / Inconnu,Autre,Privé,Bègles,Payant,avec condition,"Créée au printemps 2018, Alter Egaux est une micro-entreprise qui propose des services très diversifiés d'accompagnement administratif numérique et juridique aux particuliers, associations et petites entreprises.",,12 rue du Marechal Joffre,12,Rue du Maréchal Joffre,33130,33039,Gironde,Nouvelle Aquitaine,,44.8065018752672,-0.549419830942252,,Non,557042471,785103325,Du Lundi au Vendredi : 9h45-13h/14h30-19h30. Sur rendez-vous le Samedi matin.,,cyrille.alteregaux@orange.fr,https://www.alteregaux33.fr/,,Du Lundi au Vendredi : 9h45-13h/14h30-19h30. Sur rendez-vous le Samedi matin.,"Mo-Fr 09:45-13:00,14:30-19:30",Tout public,Sur inscription ou rendez-vous,Individuel,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Expert,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Expert,IMPOTS/Expert,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Expert,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Basique,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Non,CODE/Non,MOOC/Non",APTIC,"44.8065018753, -0.549419830942"
73,Bureau Information Jeunesse de Bègles,,Association,Association,Privé,Bègles,Gratuit,gratuit sans restrictions,"Relais du CRIJNA, c'est un lieu d'accueil, d'information, d'accompagnement des jeunes béglais concernant la découverte des métiers, l’orientation, l'emploi, le logement, la santé, la culture, la vie quotidienne.",,21 rue Calixte Camelle,21,Rue Calixte Camelle,33130,33039,Gironde,Nouvelle Aquitaine,,44.8076435408269,-0.547586500721045,,Non,556490634,,"Hors vacances solaires : Lundi et Vendredi  :14h-17h. Mercredi : 10h-12h/14h-18h. Pendant les vacances scolaires : Lundi, Mardi, Vendredi : 14h-17. Mercredi :10h-12h/14h-17h.",,bij@mairie-begles.fr,,,"Hors vacances solaires : Lundi et Vendredi  :14h-17h. Mercredi : 10h-12h/14h-18h. Pendant les vacances scolaires : Lundi, Mardi, Vendredi : 14h-17. Mercredi :10h-12h/14h-17h.","Mo,Fr 10:00,14:00-17:00; Tu-Th,Sa,Su 10:00; We 10:00-12:00,14:00-18:00; SH Mo-Fr 14:00-17:00; SH We 10:00-12:00,14:00-17:00; SH Th,Sa,Su off",Jeunes,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Non,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Maîtrise",,"44.8076435408, -0.547586500721"
74,FabLab BEN (BORDEAUX ECOLE NUMÉRIQUE),,Tiers-lieu / Coworking / FabLab / Hackerspace,Association,Privé,Bègles,Payant,avec condition,"Nous sommes un atelier de fabrication numérique, ouvert à toutes et tous, qui permet de prototyper, créer ou produire, dans le respect des personnes et de l’environnement. Nous cherchons à favoriser l’acquisition, la transmission et la production des savoirs et des compétences par l’expérimentation, le faire soi-même, l’échange de pairs à pairs et la pratique collective. Nous souhaitons participer, à l’apprentissage du numérique et des ces nouveaux usages vis-à-vis de nos jeunes et de nos pères, mais aussi à la lutte contre la fracture sociale et l’e-exclusion due aux inégalités d’accès au monde numérique.",,09 Av du Prof BERGONIE,9,Avenue du Professeur Bergonie,33130,33039,Gironde,Nouvelle Aquitaine,,44.8028048793341,-0.546547422017029,,Non,556759747,,"10h-12h 14h-18h du Mardi ou Samedi, avec les soirées Découverte de 18h à 20h30.",,bonjour@bordeaux-ecole-numerique.fr,http://www.bordeaux-ecole-numerique.fr/,,"10h-12h 14h-18h du Mardi au Samedi, avec les soirées Découverte de 18h à 20h30.","Tu-Sa 10:00-12:00,14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Expert,PAO/Expert,SITEWEB/Maîtrise,CODE/Basique,MOOC/Expert",APTIC,"44.8028048793, -0.546547422017"
76,Fablab Cohabit,,Tiers-lieu / Coworking / FabLab / Hackerspace,Association,Privé,Gradignan,"Gratuit,Adhérent,Payant",avec condition,"Le fablab Coh@bit (contraction de l'anglais Fabrication Laboratory, « laboratoire de fabrication ») est un lieu ouvert au public et dédié à la création et à la production numériques. Il est équipé de machines et d'outils de prototypage. Des projets variés s'y développent : ruches connectées, machines-outils, robots agricoles, réalité augmentée, loisir créatif ... Vous serez toujours les bienvenus au Fablab ! Dans l’univers de l’open source et du Do It Yourself, les projets appartiennent à ceux qui les font vivre !",,"IUT de Bordeaux 15 rue Naudet, bât 10a",15,Rue Naudet,33170,33192,Gironde,Nouvelle Aquitaine,"IUT de Bordeaux, Bât 10a",44.7889887374992,-0.612368967969213,,Non,556847961,,Du Lundi au Vendredi de 10h à 18h.,,fablab@iut.u-bordeaux.fr,https://www.iut.u-bordeaux.fr/cohabit/,https://www.facebook.com/Fablab-Cohabit-1713924472234837/,Du Lundi au Vendredi de 10h à 18h.,Mo-Fr 10:00-18:00,"Allocataires,Demandeurs d'emploi,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Non,ORDI/Maîtrise,INTERNET/Expert,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Expert,PAO/Basique,SITEWEB/Basique,CODE/Basique,MOOC/Non",,"44.7889887375, -0.612368967969"
78,PLIE Portes du Sud,,Association,Association,Privé,Gradignan,"Gratuit,Adhérent",avec condition,"Le PLIE Portes du Sud (Plan Local pour l’Insertion et l’Emploi) est un dispositif destiné à favoriser le retour à l’emploi durable ou l’accès à une formation qualifiante des personnes en situation d’exclusion professionnelle. Pour atteindre ses objectifs, le PLIE met en œuvre des parcours individualisés et renforcés et mobilise les partenaires et les entreprises de son territoire d’intervention (Talence, Gradignan et Villenave d'Ornon).",,7 avenue jean larrieu,7,Avenue Jean Larrieu,33170,33192,Gironde,Nouvelle Aquitaine,,44.7736456578647,-0.615701455140657,,Non,557968682,,Sur rendez-vous.,,plie.portesdusud@9business.fr,http://www.plie-portesdusud.org,,Sur rendez-vous.,,Demandeurs d'emploi,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Basique,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Maîtrise,DECLAPE/Maîtrise,IMPOTS/Non,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Basique",Autre dispositif,"44.7736456579, -0.615701455141"
80,Bibliothèque Pablo Neruda,Mairie de Pessac,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Pessac,Gratuit,gratuit sans restrictions,La Bibliothèque Pablo Neruda (quartier de Saige à Pessac) met à disposition des usagers 6 ordinateurs avec un accès internet gratuit et un accès WIFI. Un photocopieur-imprimante-scan est à disposition. Des ateliers individuels permettent un accompagnement personnalisé sur les usages du numérique. La médiathèque est référencée Espace Public Numérique.,,16 bis allée des mimosas,16bis,Allée des Mimosas,33600,33318,Gironde,Nouvelle Aquitaine,,44.7905690650944,-0.631374521566855,,Non,557936720,,"Mardi, Jeudi, Vendredi : 15h30-18h30. Mercredi : 10h-12h/14h-18h30. Samedi : 10h-12h/14h-17h.",,biblio.pabloneruda@mairie-pessac.fr,http://mediatheque.mairie-pessac.fr/,,"Mardi, Jeudi, Vendredi : 15h30-18h30. Mercredi : 10h-12h/14h-18h30. Samedi : 10h-12h/14h-17h.","Tu-Fr 15:30-18:30; We 10:00-12:00,14:00-18:30; Sa 10:00-12:00,14:00-17:00",Tout public,Sur inscription ou rendez-vous,Individuel,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Basique,MOOC/Maîtrise",,"44.7905690651, -0.631374521567"
86,Infos Jeunes Talence,Mairie de Talence,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Talence,Gratuit,gratuit sans restrictions,"Au service municipal Infos Jeunes, il y en a pour tous les goûts ! Interlocuteur privilégié de la jeunesse talençaise, cet espace permet à chacun de bénéficier d’une aide adaptée à ses besoins et ses envies. C'est un lieu où ils peuvent venir poser toutes les questions qui les préoccupent, des animatrices sont là pour accueillir et aider à trouver les interlocuteurs adaptés à leurs recherches.",,17 avenue Espeléta,17,Avenue Espeleta,33400,33522,Gironde,Nouvelle Aquitaine,,44.8101291961431,-0.58955777600575,,Non,556847813,,"Lundi, Mardi, Jeudi, Vendredi : 13h-18h. Mercredi : 10h-18h.",,eij@talence.fr,https://www.talence.fr/quotidien/jeunesse-vie-etudiante/service-jeunesse-esj/,https://www.facebook.com/EIJTalence/,"Lundi, Mardi, Jeudi, Vendredi : 13h-18h. Mercredi : 10h-18h.",Mo-Fr 13:00-18:00; We 10:00-18:00,Jeunes,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Maîtrise,FACTURES/Expert,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Expert,IMPTROISD/Basique,PAO/Expert,SITEWEB/Basique,CODE/Non,MOOC/Maîtrise",,"44.8101291961, -0.589557776006"
